func_module_number	go_slim_pir
3	GO:0036211
4	GO:0006811
5	GO:0006629;GO:0043603;GO:0006066
6	GO:0006082;GO:0006629;GO:0050896;GO:0006805;GO:0042445
7	GO:0032501;GO:0006629;GO:0050789;GO:0016043;GO:0006869
8	GO:0061024;GO:0006869;GO:0065008
9	GO:0032502;GO:0036211
10	GO:0006629;GO:0006082;GO:0006662;GO:0006793
11	GO:0006811;GO:0065008
12	GO:0006629;GO:0006793;GO:0051604
13	GO:0006996;GO:0022607
14	GO:0050789;GO:0006811;GO:0065009
15	GO:0007155;GO:0022607
16	GO:0065003;GO:0045333;GO:0009117;GO:0022900;GO:0007005
17	GO:0006629;GO:0043603
18	GO:0043062;GO:0045229
19	GO:0006629;GO:0006793
20	GO:0006412
21	GO:0050789;GO:1902600;GO:0009117;GO:0065008
22	GO:0006508;GO:0036211
23	GO:0051641;GO:0006810;GO:0043473;GO:0065008;GO:0051640;GO:0048753
24	GO:0006629
25	GO:0050789;GO:0006396;GO:0016070
26	GO:0007049;GO:0009057;GO:0006508;GO:0050789;GO:0036211;GO:0022414
27	GO:0006810
28	GO:0006629;GO:0006793
29	GO:0006412
30	GO:0051641;GO:0065003;GO:0016192;GO:0061024;GO:0016050
31	GO:0009117
32	GO:0050789;GO:0006811;GO:0065008
33	GO:0006082;GO:0006790;GO:0006629;GO:0050896;GO:0006805;GO:0043603
34	GO:0050789;GO:0007154;GO:0050896
35	GO:0006119;GO:0022900
36	GO:0016070;GO:0006396;GO:0042254;GO:0009057
37	GO:0008283;GO:0044419;GO:0002376;GO:0032502;GO:0050789;GO:0050896;GO:0036211;GO:0001775;GO:0006793
38	GO:0006811
39	GO:0016192;GO:0065008;GO:0050789;GO:0007154;GO:0015031
40	GO:0050789;GO:0006811;GO:0051606
43	GO:0006996;GO:0065003
44	GO:0008037;GO:0022414
45	GO:0051641;GO:0016032;GO:0016192;GO:0044419;GO:0007032;GO:0061024;GO:0009057;GO:0006508;GO:0022411;GO:0006914;GO:0022607
46	GO:0006508;GO:0009057;GO:0036211
47	GO:0051641;GO:0006810
48	GO:0032502;GO:0032501
49	GO:0016192;GO:0061024;GO:0046903;GO:0022406;GO:0051640;GO:0016050;GO:0006836;GO:0015031;GO:0048284
50	GO:0065003;GO:0002376;GO:0050789;GO:0050896;GO:0001775;GO:0001906
51	GO:0006996;GO:0050877;GO:0032989;GO:0022607;GO:0032502;GO:0050789;GO:0050879;GO:0006936
52	GO:0051641;GO:0006082;GO:0006629;GO:0051234;GO:0007031
53	GO:0006508;GO:0009057
54	GO:0050789
56	GO:0032501;GO:0032502;GO:0050789;GO:0050896;GO:0016043
57	GO:0006996
58	GO:0051641;GO:0015931
59	GO:0006119;GO:0022900
60	GO:0007155;GO:0016043
61	GO:0050789;GO:0050896;GO:0032502;GO:0032501
62	GO:0050789;GO:0050896;GO:0040011;GO:0032502
63	GO:0051641;GO:0006396;GO:0016070;GO:0015931
64	GO:0051641;GO:0006810;GO:0007059;GO:0051640;GO:0051276;GO:0051261;GO:0000280
