func_module_number	lst
2	GO:0071281;GO:0010039
14	GO:0033108;GO:0097250;GO:0007005;GO:0032981;GO:0010257;GO:0006121;GO:0045333;GO:0006119;GO:0019646;GO:0042773;GO:0042775;GO:0015980
15	GO:0002833;GO:0032103;GO:0031349;GO:0002758;GO:0002224;GO:0002218;GO:0002221;GO:0045089;GO:0002831;GO:0045088;GO:0002237;GO:0031347;GO:0002253;GO:0002757;GO:0002764;GO:0071216;GO:0032675;GO:0032635;GO:0050778;GO:0045087;GO:0071219;GO:0032755;GO:0009617;GO:0050776;GO:0001819;GO:0001817;GO:0001816;GO:0140895;GO:0006954;GO:0002220;GO:0032496;GO:0002752;GO:0032677;GO:0032637;GO:0032757;GO:0070498;GO:0071222
16	GO:0034612;GO:0071356;GO:0033209;GO:0043065;GO:0043068;GO:0043122;GO:1901652;GO:0034097;GO:0007249;GO:0071345;GO:0097191;GO:0097190;GO:0051090;GO:0019221;GO:0043123;GO:0006954;GO:0031347;GO:0050727;GO:0051249;GO:0071260;GO:0071496;GO:0046651;GO:0032943;GO:0051092;GO:0050670;GO:0032944;GO:0002694
17	GO:0006334;GO:0034728;GO:0061644;GO:0006325;GO:0006338;GO:0065004;GO:0071824;GO:0071168
18	GO:0000226
20	GO:0007389;GO:0009952;GO:0003002;GO:0009790;GO:0009887;GO:0048568;GO:0043009;GO:0048704
23	GO:0007178;GO:0141091;GO:0007167;GO:0090092;GO:0090100;GO:0060391;GO:0060390;GO:0071363;GO:0032924;GO:0060395;GO:0070848;GO:0007179;GO:0071560;GO:0071559;GO:0030509;GO:0071773;GO:0071772;GO:0032925;GO:0072359;GO:0001568;GO:0008285;GO:0001944;GO:0035295;GO:0035239;GO:0010718;GO:0030334;GO:0032927;GO:0003007;GO:0010717;GO:0007507;GO:0048646;GO:0060485;GO:0048514;GO:0001837;GO:0090287;GO:0060840;GO:0003206;GO:0062043;GO:0050678;GO:0060021;GO:0062042;GO:0009887;GO:0003205
25	GO:0006260;GO:0051052
26	GO:0050914;GO:1904045;GO:1904044;GO:1904116;GO:0071389;GO:1904117;GO:0071383;GO:0051385;GO:0048545;GO:0050915
27	GO:0006325
28	GO:0000280;GO:0048285;GO:0051276;GO:0098813;GO:0007062;GO:1905821;GO:0051321;GO:0007059;GO:0060623;GO:0034085
