go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.008788   2,673 annotations READ: go_slim_results_K1_cpdb_0.5.txt 
342 IDs in all associations
func_module_number	
1	GO:0006082;GO:0006662;GO:0006793;GO:0006629
2	GO:0006066;GO:0043603;GO:0006629
4	GO:0051641;GO:0051234
5	GO:0006793;GO:0006629
6	GO:0032501
7	GO:0006805;GO:0050896;GO:0006790;GO:0006629;GO:0006082;GO:0043603
8	GO:0036211
9	GO:0022607;GO:0006996
11	GO:0008037;GO:0022414
12	GO:0061024;GO:0007005;GO:0015031
13	GO:0006412
14	GO:0032502;GO:0036211
15	GO:0016070;GO:0051641;GO:0015931;GO:0000375
16	GO:0006811
17	GO:0065008;GO:0009117;GO:1902600
18	GO:0050789;GO:0022414;GO:0036211;GO:0009057;GO:0007049;GO:0006508
19	GO:0043603;GO:0006629
20	GO:0006412
21	GO:0036211
22	GO:0006996
23	GO:0006810
24	GO:0065009;GO:0006936;GO:0050789;GO:0006811
25	GO:0051641;GO:0065008;GO:0043473;GO:0006810;GO:0051640;GO:0048753
26	GO:0006082;GO:0006066;GO:0006629;GO:0042445
27	GO:0006805;GO:0042445;GO:0050896;GO:0006629;GO:0006082
28	GO:0061024;GO:0006869;GO:0065008
29	GO:0006508;GO:0009057
30	GO:0006811
31	GO:0051641;GO:0050789;GO:0007155;GO:0061024;GO:0050896;GO:0051703;GO:0006996;GO:0007154;GO:0050877;GO:0046903;GO:0022607;GO:0065008
32	GO:0042254;GO:0016070;GO:0009057;GO:0006396
33	GO:0065008;GO:0006811
34	GO:0048284;GO:0022406;GO:0051640;GO:0016050;GO:0016192;GO:0061024;GO:0046903;GO:0006836
35	GO:0051641;GO:0051234;GO:0006629;GO:0007031;GO:0006082
36	GO:0065003;GO:0050789;GO:0006629;GO:0006869;GO:0032501
37	GO:0050896;GO:0007154;GO:0050789
38	GO:0009057;GO:0036211;GO:0006508
40	GO:0006936;GO:0050789;GO:0032989;GO:0032502;GO:0050879;GO:0006996;GO:0050877;GO:0022607
41	GO:0043062;GO:0045229
42	GO:0016032;GO:0007032;GO:0006914;GO:0016192;GO:0006508;GO:0009057;GO:0061024;GO:0044419;GO:0022607;GO:0015031
43	GO:0032502;GO:0050896;GO:0032501;GO:0050789
44	GO:0006793;GO:0006629
45	GO:0022900;GO:0006119
46	GO:0006354;GO:0006396;GO:0050789
47	GO:0061024;GO:0051641;GO:0016050;GO:0016192
48	GO:0050789;GO:0050896;GO:0032502;GO:0032501;GO:0016043
49	GO:0044085;GO:0065003;GO:0006412
50	GO:0002376;GO:0050789;GO:0001775;GO:0006793;GO:0050896;GO:0032502;GO:0008283;GO:0036211;GO:0044419
51	GO:0051641;GO:0015931
52	GO:0006936;GO:0008015;GO:0050789;GO:0006811;GO:0065008
53	GO:0065003;GO:0022900;GO:0006119;GO:0009117;GO:0007005
54	GO:0015031;GO:0007030;GO:0016192
55	GO:0006811
56	GO:0051604;GO:0006508
57	GO:0016070;GO:0009057;GO:0050789;GO:0065008
58	GO:0007155;GO:0016043
59	GO:0015031
60	GO:0050789
61	GO:0050789;GO:0065008;GO:0016192;GO:0007154;GO:0015031
62	GO:0022607;GO:0050789;GO:0006996
63	GO:0006508;GO:0009057
64	GO:0002376;GO:0065003;GO:0050789;GO:0001775;GO:0050896;GO:0001906
65	GO:0006082;GO:0006091;GO:0009117;GO:0005975
66	GO:0042254;GO:0016070;GO:0006396
67	GO:0065009;GO:0007049;GO:0050789
68	GO:0051641;GO:0016192
69	GO:0051641;GO:0006810
70	GO:0051641;GO:0000280;GO:0007059;GO:0051276;GO:0006810;GO:0007049;GO:0051640
71	GO:0050789
72	GO:0006508;GO:0009057
73	GO:0051604;GO:0006793;GO:0006629
74	GO:0016070;GO:0000375
76	GO:0032502;GO:0050789
77	GO:0007059;GO:0051276;GO:0050789;GO:0006281
78	GO:0050896;GO:0050789
79	GO:0032502;GO:0032501;GO:0050789
80	GO:0031647;GO:0050896;GO:0051604;GO:0006457
81	GO:0051604;GO:0006457
82	GO:0000280;GO:0007059;GO:0051276;GO:0022414;GO:0007049;GO:0022607
83	GO:0032502;GO:0050896;GO:0050789
84	GO:0050789;GO:0050896;GO:0009057;GO:0006508;GO:0015031
85	GO:0051604;GO:0006793;GO:0006629
86	GO:0031023;GO:0022607;GO:0050789;GO:0006996
87	GO:0042044;GO:0008643;GO:0015791
89	GO:0008150
90	GO:0051641;GO:0006810;GO:0006996;GO:0051640;GO:0022607
91	GO:0065003;GO:0006996
92	GO:0006082;GO:0006066;GO:0006790;GO:0009117
93	GO:0022406;GO:0051640;GO:0016192;GO:0046903;GO:0016043
94	GO:0009117
